name,year,mpaa,sex,violence,profanity
Sniper ,1993,R,0,8,7
Snitch ,2013,PG-13,2,6,4
Snow Day ,2000,PG,2,3,1
Snowden ,2016,R,6,4,7
Snow Dogs ,2001,PG,2,4,2
Snow Falling on Cedars ,1999,PG-13,4,6,5
Snow Flower and the Secret Fan ,2011,PG-13,5,5,2
Snowpiercer ,2014,R,1,7,8
Snow White and the Huntsman ,2012,PG-13,3,7,3
Snow White and the Seven Dwarfs ,1937,G,1,3,1
"Social Network, The ",2010,PG-13,5,2,5
So I Married an Axe Murderer ,1993,PG-13,5,3,5
Solaris ,2002,PG-13,5,4,5
Soldier ,1998,R,2,9,5
"Soldier's Daughter Never Cries, A ",1998,R,4,3,5
Solo ,1996,PG-13,2,6,5
"Soloist, The ",2009,PG-13,3,5,5
Someone Like You ,2001,PG-13,6,0,5
Somersault ,2004,R,8,4,8
Something Borrowed ,2011,PG-13,6,3,5
Something New ,2006,PG-13,6,1,3
Something's Gotta Give ,2003,PG-13,6,2,5
Something to Talk About ,1995,R,3,2,5
Somewhere ,2010,R,6,1,5
Sommersby ,1993,PG-13,3,4,2
"Song, The ",2014,PG-13,4,4,2
Song One ,2015,PG-13,5,2,5
Son-In-Law ,1993,PG-13,5,2,4
Son of God ,2014,PG-13,2,6,2
Son of Rambow ,2008,PG-13,3,5,5
Son of Saul ,2016,R,5,7,5
Son of the Mask ,2005,PG,3,4,3
Son of the Pink Panther ,1993,PG,3,3,1
"Son's Room, The ",2002,R,5,5,5
"Sorcerer's Apprentice, The ",2010,PG,2,5,2
Sorority Boys ,2002,R,8,4,6
Sorority Row ,2009,R,7,8,7
Soul Food ,1997,R,4,3,7
Soul Plane ,2004,R,9,3,9
Soul Surfer ,2011,PG,3,5,1
Sound of My Voice ,2012,R,4,4,5
"Sound of Thunder, A ",2005,PG-13,5,7,4
Source Code ,2011,PG-13,1,5,5
Space Chimps ,2008,G,0,2,1
Space Cowboys ,2000,PG-13,3,3,5
Space Jam ,1996,PG,1,2,1
The Space Between Us ,2017,PG-13,3,4,3
Spanglish ,2004,PG-13,6,2,5
Sparkle ,2012,PG-13,4,5,5
Spartan ,2004,R,5,6,7
Spawn ,1997,PG-13,2,7,4
"Specialist, The ",1994,R,8,8,6
Species ,1995,R,8,9,5
"Spectacular Now, The ",2013,R,6,4,7
Spectre ,2015,PG-13,5,6,3
Speechless ,1994,PG-13,3,2,5
Speed ,1994,R,1,6,5
Speed Racer ,2008,PG,2,5,3
Speed 2: Cruise Control ,1997,PG-13,2,5,3
Spellbound ,2003,G,0,0,1
Sphere ,1998,PG-13,0,5,4
Spider ,2003,R,6,5,5
Spider-Man ,2002,PG-13,3,6,3
Spider-Man: Homecoming ,2017,PG-13,3,6,4
Spider-Man 2 ,2004,PG-13,3,6,3
Spider-Man 3 ,2007,PG-13,2,6,3
"Spiderwick Chronicles, The ",2008,PG,0,5,1
"Spirit, The ",2008,PG-13,4,8,4
Spirited Away ,2002,PG,0,4,0
Spirit: Stallion of the Cimarron ,2002,G,1,3,0
"Spitfire Grill, The ",1996,PG-13,0,2,3
Split ,2017,PG-13,4,7,5
Split Second ,1992,R,5,8,7
Splice ,2010,R,8,8,6
Splitting Heirs ,1993,PG-13,5,4,5
"SpongeBob Movie: Sponge Out of Water, The ",2015,PG,2,3,2
"SpongeBob SquarePants Movie, The ",2004,PG,3,4,1
Spotlight ,2015,R,4,4,5
Sprung ,1997,R,7,2,6
Spy Game ,2001,R,2,7,6
Spy Hard ,1996,PG-13,3,3,3
Spy Kids ,2001,PG,0,4,2
Spy Kids: All the Time in the World ,2011,PG,1,3,1
Spy Kids 2: The Island of Lost Dreams ,2002,PG,1,3,1
Spy Kids 3-D: Game Over ,2003,PG,0,3,0
"Spy Next Door, The ",2009,PG,2,5,3
Squanto: A Warrior's Tale ,1994,PG,1,2,0
"Squid and the Whale, The ",2005,R,8,4,7
Stage Beauty ,2004,R,7,4,5
Starbuck ,2013,R,5,4,5
Stardust ,2007,PG-13,4,6,1
Stargate ,1994,PG-13,2,5,1
Starship Troopers ,1997,R,5,10,5
Starsky & Hutch ,2004,PG-13,5,5,5
Star Trek ,2009,PG-13,5,6,4
Star Trek: Beyond ,2016,PG-13,2,6,2
Star Trek: First Contact ,1996,PG-13,4,5,3
Star Trek: Generations ,1994,PG,1,4,2
Star Trek: Insurrection ,1998,PG,3,6,2
Star Trek Into Darkness ,2013,PG-13,3,5,4
Star Trek: Nemesis ,2002,PG-13,3,5,1
Star Wars Episode I: The Phantom Menace ,1999,PG,1,5,1
Star Wars: Episode II - Attack of the Clones ,2002,PG,2,5,1
Star Wars: Episode III - Revenge of the Sith ,2005,PG-13,2,7,0
Star Wars: Special Edition ,1997,PG,0,4,2
Star Wars: The Clone Wars ,2008,PG,1,3,1
Star Wars: The Force Awakens ,2015,PG-13,1,6,2
State and Main ,2000,R,6,2,6
State of Play ,2009,PG-13,4,6,5
"Station Agent, The ",2003,R,4,4,6
Stay ,2005,R,6,6,6
Stay Alive ,2006,PG-13,5,8,5
Stay Tuned ,1992,PG,1,3,2
"Steal Big, Steal Little ",1995,PG-13,3,2,3
Stealing Harvard ,2002,PG-13,4,4,5
Stealth ,2005,PG-13,4,5,5
Steamboy ,2005,PG-13,1,5,1
Steel ,1997,PG-13,0,6,4
Steep ,2007,PG,0,4,3
Step ,2017,PG,2,4,3
Step Brothers ,2008,R,9,5,9
"Stepfather, The ",2009,PG-13,5,7,5
"Stepford Wives, The ",2004,PG-13,6,4,4
Step Into Liquid ,2003,NR,1,1,2
Stepmom ,1998,PG-13,2,2,5
Step Up ,2006,PG-13,3,5,3
Step Up: Revolution ,2012,PG-13,4,3,4
Step Up 2 the Streets ,2008,PG-13,4,3,4
Step Up 3D ,2010,PG-13,3,3,5
Steve Jobs ,2015,R,1,2,7
Stick It ,2006,PG-13,3,3,5
Stigmata ,1999,R,5,9,6
Still Crazy ,1998,R,5,3,8
Stir of Echoes ,1999,R,5,7,7
Stoker ,2013,R,6,7,5
Stomp the Yard ,2007,PG-13,4,5,4
Storks ,2016,PG,2,3,2
"Story of Us, The ",1999,R,5,2,7
Storytelling ,2002,R,9,4,8
"Straight Story, The ",1999,G,0,2,2
Strange Days ,1995,R,6,8,9
Strange Magic ,2015,PG,3,3,2
"Strangers, The ",2008,R,4,7,5
"Stranger Among Us, A ",1992,PG-13,1,5,5
Strangers with Candy ,2006,R,7,5,5
Stranger than Fiction ,2006,PG-13,4,5,5
Street Fighter ,1994,PG-13,2,5,3
Street Fighter: The Legend of Chun-Li ,2009,PG-13,4,7,4
Strictly Ballroom ,1993,PG,2,1,0
Strike! ,1998,PG-13,4,2,2
Striking Distance ,1993,R,3,5,6
Striptease ,1996,R,6,4,6
Struck by Lightning ,2012,PG-13,5,4,4
Stuart Little ,1999,PG,0,3,3
Stuart Little 2 ,2002,PG,1,3,1
Stuck On You ,2003,PG-13,6,3,5
St. Vincent ,2014,PG-13,5,4,5
Submarine ,2011,R,6,4,8
"Substitute, The ",1996,R,4,7,8
Sucker Punch ,2011,PG-13,5,7,4
Suffragette ,2015,PG-13,3,5,5
Sugar and Spice ,2001,PG-13,5,4,5
Sugar Hill ,1994,R,5,7,9
Sully ,2016,PG-13,1,4,5
Suicide Squad ,2016,PG-13,4,6,4
Summer Catch ,2001,PG-13,5,2,5
"Summer House, The ",1994,NR,4,3,2
"Sum of All Fears, The ",2002,PG-13,2,5,5
Sunlight Jr. ,2013,R,7,5,8
Sunset Park ,1996,R,2,4,7
Sunshine ,2007,R,0,7,5
Sunshine Cleaning ,2009,R,6,7,6
Superbabies: Baby Geniuses 2 ,2004,PG,2,3,2
Supercop ,1996,R,1,8,5
Supercross ,2005,PG-13,5,3,4
Super 8 ,2011,PG-13,2,6,5
Superhero Movie ,2008,PG-13,7,6,5
Superman Returns ,2006,PG-13,3,6,2
Super Mario Bros. ,1993,PG,2,5,2
Supernova ,2000,PG-13,6,6,3
Super Size Me ,2004,NR,4,4,5
Superstar ,1999,PG-13,4,4,5
Surf Ninjas ,1993,PG,1,4,1
Surf's Up ,2007,PG,1,3,3
Surrogates ,2009,PG-13,4,7,4
Surviving Christmas ,2004,PG-13,5,3,4
Suspect Zero ,2004,R,7,9,5
"Swan Princess, The ",1994,G,1,2,0
S.W.A.T. ,2003,PG-13,3,6,5
Sweeney Todd: Demon Barber of Fleet Street ,2007,R,4,10,3
Sweet and Lowdown ,1999,PG-13,4,3,3
"Sweetest Thing, The ",2002,R,7,3,6
Sweet Home Alabama ,2002,PG-13,2,2,3
Sweet November ,2001,PG-13,4,2,4
Swimfan ,2002,PG-13,4,4,4
Swimming Pool ,2003,R,8,4,5
Swing Kids ,1993,PG-13,1,4,5
Swing Vote ,2008,PG-13,1,2,5
Swiss Army Man ,2016,R,7,7,5
"Switch, The ",2010,PG-13,6,3,4
Switchback ,1997,R,5,7,6
Swordfish ,2001,R,7,7,8
Sydney White ,2007,PG-13,4,4,4
Sylvia ,2003,R,7,4,5
Synchronicity ,2016,R,5,4,5
"Synecdoche, New York ",2008,R,8,6,7
Table 19 ,2017,PG-13,5,2,5
Tadpole ,2002,PG-13,4,0,5
Taken ,2009,PG-13,6,7,4
Taken 2 ,2012,PG-13,3,7,4
Taken 3 ,2015,PG-13,2,6,5
Takers ,2010,PG-13,4,6,5
Take the Lead ,2006,PG-13,5,5,5
Taking Lives ,2004,R,7,8,6
Tailor of Panama ,2001,R,9,6,8
Take Shelter ,2011,R,2,6,5
Take this Waltz ,2012,R,8,2,6
Taking Woodstock ,2009,R,8,4,8
"Talented Mr. Ripley, The ",1999,R,7,6,5
Tale of Despereaux ,2008,G,1,3,1
"Tale of Two Sisters, A ",2004,R,3,7,1
Tales from the Crypt Presents Bordello of Blood ,1996,R,7,9,7
Tales from the Hood ,1995,R,2,9,9
Talk of Angels ,1998,PG-13,3,4,1
Talk to Me ,2007,R,7,5,9
Talladega Nights: The Ballad of Ricky Bobby ,2006,PG-13,4,4,5
"Tall Man, The ",2012,R,3,7,6
Tall Tale: The Unbelievable Adventures of Pecos Bill ,1995,PG,0,3,1
Tamara Drewe ,2010,R,8,6,9
Tammy ,2014,R,5,4,8
Tangled ,2010,PG,2,4,1
Tango ,1998,PG-13,3,4,5
"Tango Lesson, The ",1997,PG,1,2,1
Tank Girl ,1995,R,3,6,5
Tarzan ,1999,G,1,4,1
Tarzan and the Lost City ,1998,PG,1,5,1
Taxi ,2004,PG-13,4,4,4
Teacher's Pet ,2003,PG,4,3,0
Teaching Mrs. Tingle ,1999,PG-13,4,4,5
Tears of the Sun ,2003,R,5,9,7
Tea with Mussolini ,1999,PG,3,3,2
Teenage Mutant Ninja Turtles ,2014,PG-13,2,5,2
Teenage Mutant Ninja Turtles III ,1993,PG,1,5,2
Teenage Mutant Ninja Turtles: Out of the Shadows ,2016,PG-13,2,5,3
"Temp, The ",1993,R,3,7,5
"Tempest, The ",2010,PG-13,6,4,2
10 Cloverfield Lane ,2016,PG-13,2,6,5
10 Things I Hate About You ,1999,PG-13,4,3,4
"10,000 B.C. ",2008,PG-13,3,7,1
10 Years ,2012,PG-13,4,3,5
"Terminal, The ",2004,PG-13,3,3,4
Terminal Velocity ,1994,PG-13,3,5,5
Terminator Genisys ,2015,PG-13,4,6,5
Terminator Salvation ,2009,PG-13,2,7,4
Terminator 3: Rise of the Machines ,2003,R,4,8,5
Testament of Youth ,2015,PG-13,3,7,1
"Texas Chainsaw Massacre, The ",2003,R,4,10,8
Thank You for Smoking ,2006,R,6,5,7
That Darn Cat ,1997,PG,1,3,2
That Old Feeling ,1997,PG-13,3,2,5
That Thing You Do! ,1996,PG,2,1,3
The Theory of Everything ,2014,PG-13,4,3,2
"Theory of Flight, The ",1998,R,6,3,8
There Be Dragons ,2011,PG-13,3,5,4
There's Something About Mary ,1998,R,5,3,8
There Will Be Blood ,2007,R,3,7,3
They Came Together ,2014,R,7,4,5
"Thing, The ",2011,R,3,10,6
"Thing About My Folks, The ",2005,PG-13,3,3,5
Things We Lost in the Fire ,2007,R,5,4,6
Thin Ice ,2012,R,5,6,8
Think Like a Man ,2012,PG-13,5,2,5
Think Like a Man Too ,2014,PG-13,6,3,5
"Thin Line Between Love and Hate, A ",1996,R,5,6,9
Thinner ,1996,R,4,7,6
"Thin Red Line, The ",1998,R,4,9,6
Third Person ,2014,R,7,5,6
Thirteen ,2003,R,7,4,9
Thirteen Days ,2000,PG-13,2,4,5
13 Ghosts ,2001,R,5,9,6
13 Going on 30 ,2004,PG-13,4,3,4
13 Minutes ,2015,R,5,8,4
"Thirteenth Floor, The ",1999,R,3,8,6
"13th Warrior, The ",1999,R,1,9,2
30 Days of Night ,2007,R,1,10,6
"33, The ",2015,PG-13,2,4,4
This Boy's Life ,1993,R,4,6,7
This Christmas ,2007,PG-13,5,4,4
This Is Where I Leave You ,2014,R,6,4,7
This Means War ,2012,PG-13,5,5,5
This Must Be the Place ,2012,R,5,5,8
Thomas and the Magic Railroad ,2000,G,0,2,1
"Thomas Crown Affair, The ",1999,R,7,2,6
Thor ,2011,PG-13,2,7,3
Thor: The Dark World ,2013,PG-13,3,6,3
"Thousand Acres, A ",1997,R,2,2,5
"Thousand Words, A ",2012,PG-13,4,3,4
"Three Burials of Melquiades Estrada, The ",2005,R,7,7,7
Three Days to Kill ,2014,PG-13,6,7,5
300,2007,R,6,9,2
300: Rise of an Empire ,2014,R,7,9,5
360,2012,R,8,4,5
Three Kings ,1999,R,4,9,9
"Three Musketeers, The ",1993,PG,2,5,0
"Three Musketeers, The ",2011,PG-13,4,6,4
3 Ninjas ,1992,PG,0,3,0
3 Ninjas Kick Back ,1994,PG,0,3,0
Three of Hearts ,1993,R,5,5,7
Threesome ,1994,R,9,3,7
"Three Stooges, The ",2012,PG,2,4,2
3:10 to Yuma ,2007,R,4,7,5
Three to Tango ,1999,PG-13,5,2,5
Three Wishes ,1995,PG,3,2,2
Thunderbirds ,2004,PG,3,4,1
Thunderheart ,1992,R,0,4,5
"Tie That Binds, The ",1995,R,4,6,5
"Tigger Movie, The ",2000,G,0,2,0
'Til There Was You ,1997,PG-13,3,2,5
Tim and Eric's Billion Dollar Movie ,2012,R,9,9,8
Tim Burton's Corpse Bride ,2005,PG,1,4,1
Tim Burton's The Nightmare Before Christmas ,1993,PG,0,2,0
Time Code ,2000,R,5,4,7
Timecop ,1994,R,7,7,6
Timeline ,2003,PG-13,2,5,5
"Time Machine, The ",2002,PG-13,3,6,2
"Time to Kill, A ",1996,R,0,6,4
"Time Traveler's Wife, The ",2009,PG-13,6,5,4
Tin Cup ,1996,R,5,0,8
"Tinker, Tailor, Soldier, Spy ",2011,R,7,7,5
Titan A.E. ,2000,PG,2,5,0
Titanic ,1997,PG-13,6,6,5
TMNT ,2007,PG,1,3,1
To Die For ,1995,R,6,3,6
"To Do List, The ",2013,R,9,3,8
To Gillian On Her 37th Birthday ,1996,PG-13,3,2,5
"To Wong Foo, Thanks For Everything! Julie Newmar ",1995,PG-13,2,3,3
Tom and Jerry: The Movie ,1993,G,0,1,0
Tombstone ,1994,R,1,6,5
Tomcats ,2001,R,10,6,8
Tommy Boy ,1995,PG,1,2,3
Tomorrowland ,2015,PG,2,4,3
Tomorrow Never Dies ,1997,PG-13,3,6,3
Tooth Fairy ,2009,PG,2,3,2
Top Dog ,1995,PG-13,1,4,3
Topsy-Turvy ,1999,R,6,3,5
To Rome With Love ,2012,R,6,3,5
Torque ,2003,PG-13,4,5,4
To Save a Life ,2010,PG-13,6,5,4
Total Recall ,2012,PG-13,5,7,5
To the Wonder ,2013,R,6,4,1
Touchback ,2012,PG-13,3,4,4
"Tourist, The ",2010,PG-13,3,5,5
Town & Country ,2001,R,7,2,6
Tower Heist ,2011,PG-13,4,3,5
Toys ,1993,PG-13,1,3,1
Toy Story 2 ,1999,G,1,3,0
Toy Story 3 ,2010,G,1,3,1
Traitor ,2008,PG-13,2,6,5
Trance ,2013,R,9,9,6
Transamerica ,2005,R,7,4,6
Transcendence ,2014,PG-13,4,6,2
Transformers ,2007,PG-13,4,6,5
Transformers: Age of Extinction ,2014,PG-13,3,7,5
Transformers: Dark of the Moon ,2011,PG-13,5,7,5
Transformers: Revenge of the Fallen ,2009,PG-13,6,7,5
Transformers: The Last Knight ,2017,PG-13,2,6,4
"Transporter, The ",2002,PG-13,2,6,5
Transporter 2 ,2005,PG-13,4,6,5
Transporter 3 ,2008,PG-13,4,6,5
"Transporter Refueled, The ",2015,PG-13,5,6,5
Trapped in Paradise ,1994,PG-13,1,4,4
Treasure Planet ,2002,PG,1,3,1
"Tree, The ",2011,NR,6,4,5
Tree of Life ,2011,PG-13,2,4,1
Trekkies ,1998,PG,2,1,0
Trespass ,1992,R,0,8,8
Trial and Error ,1997,PG-13,3,3,4
Trial by Jury ,1994,R,5,6,6
trick ,1999,R,7,1,6
Trippin' ,1999,R,5,5,8
"Trip to Italy, The ",2014,NR,4,3,7
Trishna ,2012,R,8,6,2
Tristan & Isolde ,2006,PG-13,6,8,1
Tristram Shandy: A Cock and Bull Story ,2006,R,6,5,8
"Triumph of Love, The ",2002,PG-13,5,1,1
Trolls ,2016,PG,2,3,2
TRON: Legacy ,2010,PG,2,5,2
"Trouble with the Curve, The ",2012,PG-13,4,5,5
Troy ,2004,R,6,8,1
True Crime ,1999,R,4,6,9
True Grit ,2010,PG-13,1,7,3
True Lies ,1994,R,4,7,7
True Story ,2015,R,5,6,5
"Truman Show, The ",1998,PG,1,3,3
Trumbo ,2015,R,3,3,7
Trust ,2011,R,7,6,7
Trust the Man ,2006,R,8,3,6
Truth ,2015,R,2,2,7
"Truth About Cats and Dogs, The ",1996,PG-13,4,0,5
"Truth About Charlie, The ",2002,PG-13,4,5,5
Tsotsi ,2005,R,4,7,7
Tucker and Dale vs. Evil ,2011,R,5,9,8
Tuck Everlasting ,2002,PG,2,3,1
Tumbleweeds ,1999,PG-13,3,2,5
Turbo ,2013,PG,1,4,1
Turbo: A Power Rangers Movie ,1997,PG,1,3,1
Turbulence ,1997,R,2,7,7
Turistas ,2006,R,7,10,9
Turtle Beach ,1992,R,4,7,5
"Tuxedo, The ",2002,PG-13,4,5,4
12,2007,PG-13,3,8,4
12 Rounds ,2009,PG-13,3,7,5
12 Years a Slave ,2013,R,8,8,5
Twilight ,1998,R,6,4,7
Twilight ,2008,PG-13,4,7,2
"Twilight Saga, The: Breaking Dawn - Part 1 ",2011,PG-13,6,8,3
"Twilight Saga, The: Breaking Dawn - Part 2 ",2012,PG-13,6,7,3
"Twilight Saga, The: Eclipse ",2010,PG-13,5,7,3
"Twilight Saga, The: New Moon ",2009,PG-13,5,7,3
Twin Dragons ,1992,PG-13,3,5,4
Twin Peaks: Fire Walk With Me ,1992,R,6,5,5
Twister ,1996,PG-13,1,5,5
20th Century Women ,2016,R,6,3,5
28 Days ,2000,PG-13,5,4,5
28 Days Later ,2003,R,6,9,9
28 Weeks Later ,2007,R,6,9,7
21,2008,PG-13,6,5,4
21 Grams ,2003,R,7,7,7
27 Dresses ,2008,PG-13,5,3,5
Twisted ,2004,R,7,7,7
Two Brothers ,2004,PG,3,5,2
Two Can Play That Game ,2001,R,7,3,7
2 Days In New York ,2012,R,6,3,7
2 Days in the Valley ,1996,R,7,7,8
"Two Days, One Night ",2015,PG-13,1,3,4
2 Fast 2 Furious ,2003,PG-13,4,5,5
"Two Faces of January, The ",2014,PG-13,5,5,5
2 Guns ,2013,R,5,6,8
200 Cigarettes ,1999,R,5,2,9
2012,2009,PG-13,3,7,5
Two Lovers ,2009,R,8,3,7
Two Weeks Notice ,2002,PG-13,3,1,3
Tyler Perry's Daddy's Little Girls ,2007,PG-13,4,5,4
Tyler Perry's I Can Do Bad All By Myself ,2009,PG-13,5,5,4
Tyler Perry's A Madea Christmas ,2013,PG-13,5,4,3
Tyler Perry's Madea Goes to Jail ,2009,PG-13,6,5,4
Tyler Perry's Madea's Big Happy Family ,2011,PG-13,4,4,4
Tyler Perry's Temptation ,2013,PG-13,6,5,4
Tyler Perry's The Family That Preys ,2008,PG-13,4,4,3
Tyler Perry's Why Did I Get Married Too? ,2010,PG-13,5,4,4
Tyson ,2009,R,4,5,6
"Ugly Truth, The ",2009,R,8,3,6
Ultraviolet ,2006,PG-13,3,7,4
Unaccompanied Minors ,2006,PG,1,3,2
"Unborn, The ",2009,PG-13,4,8,5
Unbreakable ,2000,PG-13,2,5,3
Unbroken ,2014,PG-13,3,6,5
U-571 ,2000,PG-13,1,6,4
Undefeated ,2012,PG-13,2,3,5
Underclassman ,2005,PG-13,4,5,4
Undercover Blues ,1993,PG-13,2,3,5
Undercover Brother ,2002,PG-13,4,5,5
Under Siege ,1992,R,5,8,6
Under Siege 2: Dark Territory ,1995,R,3,7,8
Under the Same Moon ,2008,PG-13,3,3,4
Under the Skin ,2014,R,9,6,5
Under the Tuscan Sun ,2003,PG-13,6,3,5
Underdog ,2007,PG,1,3,2
Underworld ,2003,R,2,9,5
Underworld: Awakening ,2012,R,3,9,5
Underworld: Blood Wars ,2017,R,6,8,5
Underworld: Evolution ,2005,R,7,9,5
Underworld: Rise of the Lycans ,2009,R,6,9,0
Undiscovered ,2005,PG-13,5,3,4
Unfaithful ,2002,R,9,5,6
Unfinished Business ,2015,R,8,3,9
"Unfinished Life, An ",2005,PG-13,5,5,5
Unfinished Song ,2013,PG-13,2,4,4
Unforgettable ,1996,R,5,8,8
Unforgettable ,2017,R,7,7,5
Unforgiven ,1992,R,3,6,5
"Uninvited, The ",2009,PG-13,6,7,5
Union Square ,2012,R,3,3,8
"United Kingdom, A ",2016,PG-13,3,3,2
United 93 ,2006,R,2,7,6
Universal Soldier ,1992,R,3,8,6
Universal Soldier: The Return ,1999,R,5,8,6
Unknown ,2011,PG-13,5,7,4
Unknown White Male ,2006,PG-13,2,1,5
Unleashed ,2005,R,7,9,7
Unstoppable ,2010,PG-13,2,6,4
Unstrung Heroes ,1995,PG,1,2,2
Untamed Heart ,1993,PG-13,4,5,5
Untraceable ,2008,R,4,9,5
Up ,2009,PG,1,3,0
Up at the Villa ,2000,PG-13,3,4,1
Up Close and Personal ,1996,PG-13,4,3,6
Up in the Air ,2009,R,6,2,7
Upside Down ,2013,PG-13,3,4,3
"Upside of Anger, The ",2005,R,5,6,5
Uptown Girls ,2003,PG-13,4,4,4
Urban Legend ,1998,R,3,8,6
Urban Legends: Final Cut ,2000,R,7,10,8
Used People ,1993,PG-13,3,1,5
U.S. Marshals ,1998,R,1,6,6
"Usual Suspects, The ",1995,R,2,7,9
U Turn ,1997,R,7,8,8
Vacancy ,2007,R,5,8,7
Vacation ,2015,R,7,6,9
Valentine ,2001,R,7,8,6
Valentine's Day ,2010,PG-13,6,2,4
Valiant ,2005,G,2,3,1
Valerian and the City of a Thousand Planets ,2017,PG-13,4,5,3
Valkyrie ,2008,PG-13,1,7,5
Vampire Academy ,2014,PG-13,5,6,4
Vampire in Brooklyn ,1995,R,3,8,8
Vampires Suck ,2010,PG-13,6,7,5
Van Helsing ,2004,PG-13,4,7,2
Vanilla Sky ,2001,R,8,7,9
"Vanishing, The ",1993,R,0,7,6
Vanity Fair ,2004,PG-13,4,4,3
Vantage Point ,2008,PG-13,1,6,5
Van Wilder ,2002,R,9,5,6
Varsity Blues ,1999,R,6,3,9
Vertical Limit ,2000,PG-13,4,7,5
Veronica Guerin ,2003,R,6,8,9
Veronica Mars ,2014,PG-13,6,5,5
"Very Brady Sequel, A ",1996,PG-13,3,2,3
V for Vendetta ,2006,R,6,7,5
Vicky Cristina Barcelona ,2008,PG-13,6,4,4
Victor Frankenstein ,2015,PG-13,2,6,3
View From the Top ,2003,PG-13,4,3,3
"Village, The ",2004,PG-13,2,6,1
Village of the Damned ,1995,R,1,7,1
"Virgin Suicides, The ",1999,R,5,6,3
Virtuosity ,1995,R,4,8,6
Virus ,1999,R,1,8,6
"Visit, The ",2015,PG-13,4,6,5
"Visitor, The ",2008,PG-13,2,2,5
Volcano ,1997,PG-13,0,6,6
Volver ,2006,R,6,5,5
W. ,2008,PG-13,2,5,5
"Wackness, The ",2008,R,8,3,9
Wag the Dog ,1998,R,3,3,7
Waiting for Superman ,2010,PG,1,2,3
Waitress ,2007,PG-13,6,3,5
"Walk, The ",2015,PG,3,3,3
"Walk Among the Tombstones, A ",2014,R,4,8,8
Walk Hard: The Dewey Cox Story ,2007,R,8,6,7
Waking Life ,2001,R,2,3,5
Waking Ned Devine ,1998,PG,4,2,1
Walking Across Egypt ,2000,PG-13,1,3,4
Walking Tall ,2004,PG-13,5,7,5
Walking with Dinosaurs ,2013,PG,1,4,2
"Walk in the Clouds, A ",1995,PG-13,3,2,1
"Walk in the Woods, The ",2015,R,4,2,6
"Walk on the Moon, A ",1999,R,9,3,6
Walk the Line ,2005,PG-13,3,4,5
"Walk to Remember, A ",2002,PG,3,3,4
Wallace & Gromit: The Curse of the Were-Rabbit ,2005,G,2,3,1
WALL-E ,2008,G,1,2,1
Wall Street: Money Never Sleeps ,2010,PG-13,4,3,5
Wanted ,2008,R,7,8,9
Wanderlust ,2012,R,8,4,8
War ,2007,R,7,9,8
"War, The ",1994,PG-13,0,6,3
Warcraft ,2016,PG-13,2,6,1
War for the Planet of the Apes ,2017,PG-13,1,6,2
War Horse ,2011,PG-13,1,8,2
War of the Worlds ,2005,PG-13,1,6,4
Warm Bodies ,2013,PG-13,2,7,5
Warrior ,2011,PG-13,3,7,5
Warriors of Virtue ,1997,PG,1,4,3
"Warrior's Way, The ",2010,R,5,10,4
War Room ,2015,PG,2,3,1
"Watcher, The ",2000,R,3,7,8
Watchmen ,2009,R,9,9,6
"Waterboy, The ",1998,PG-13,3,4,5
"Waterdance, The ",1992,R,7,2,7
"Water Diviner, The ",2015,R,5,7,3
Water for Elephants ,2011,PG-13,6,6,4
"Water Horse, The: Legend of the Deep ",2007,PG,1,4,2
Waterland ,1992,R,5,4,5
Waterworld ,1995,PG-13,4,5,2
"Way, The ",2011,PG-13,3,4,3
"Way Back, The ",2011,PG-13,3,6,5
"Way, Way Back, The ",2013,PG-13,5,2,5
Wayne's World 2 ,1993,PG-13,3,3,3
We Are Marshall ,2006,PG,1,4,4
We Bought a Zoo ,2011,PG,2,3,4
Wedding Crashers ,2005,R,7,4,7
"Wedding Date, The ",2005,PG-13,6,2,4
"Wedding for Bella, A ",2002,NR,4,3,5
"Wedding Planner, The ",2001,PG-13,4,3,5
"Wedding Singer, The ",1998,PG-13,3,2,6
We Don't Live Here Anymore ,2004,R,9,3,8
Weekend at Bernie's II ,1993,PG,2,3,2
Welcome Home Roscoe Jenkins ,2008,PG-13,7,4,6
Welcome to Me ,2015,R,8,3,5
Welcome to Mooseport ,2004,PG-13,4,3,3
Wendy and Lucy ,2008,R,1,2,6
We Need to Talk About Kevin ,2011,R,6,7,5
We're Back!: A Dinosaur's Story ,1993,G,1,1,0
Wes Craven's New Nightmare ,1994,R,0,8,5
We Were Soldiers ,2002,R,3,9,5
Whale Rider ,2003,PG-13,3,4,3
What A Girl Wants ,2003,PG,3,2,2
What Dreams May Come ,1998,PG-13,2,3,5
Whatever It Takes ,2000,PG-13,5,2,5
Whatever Works ,2009,PG-13,7,4,4
What Happens in Vegas ,2008,PG-13,5,4,4
What If ,2014,PG-13,6,4,5
What Lies Beneath ,2000,PG-13,4,6,5
What Maisie Knew ,2013,R,2,3,5
What Planet Are You From? ,2000,R,7,3,6
What's Eating Gilbert Grape ,1994,PG-13,3,2,4
What's Love Got to Do With It ,1993,R,5,6,6
What's the Worst That Could Happen? ,2001,PG-13,5,3,7
What's Your Number? ,2011,R,7,2,7
What to Expect When You're Expecting ,2012,PG-13,4,3,5
What Women Want ,2000,PG-13,7,3,5
When a Man Loves a Woman ,1994,R,4,3,6
When a Stranger Calls ,2006,PG-13,2,5,3
